0.166667,0.477671,0.083333
0.130173,0.482560,0.065086
0.239654,0.482560,0.065086
0.130173,0.467892,0.119827
0.032565,0.495637,0.016283
0.434870,0.495637,0.016283
0.032565,0.441738,0.217435
0.319222,0.479042,0.078216
0.024345,0.457232,0.159611
0.156433,0.496738,0.012173
0.156433,0.457232,0.159611
0.024345,0.479042,0.078216
0.319222,0.496738,0.012173
0.333333,0.455342,0.166667
0.260346,0.450453,0.184914
0.369827,0.450453,0.184914
0.369827,0.465120,0.130173
0.065130,0.437376,0.233717
0.467435,0.437376,0.233717
0.467435,0.491274,0.032565
0.475655,0.453971,0.171784
0.343567,0.475780,0.090389
0.180778,0.436274,0.237827
0.475655,0.475780,0.090389
0.180778,0.453971,0.171784
0.343567,0.436274,0.237827
