-0.000000,0.004583,-0.058229
-0.000000,0.004583,-0.058229
-0.000000,0.004583,-0.058229
-0.000000,0.004583,-0.058229
-0.000000,0.003299,-0.041924
-0.000000,0.003299,-0.041924
-0.000000,0.003299,-0.041924
-0.000000,0.003299,-0.041924
-0.000000,0.001625,-0.020650
-0.000000,0.001625,-0.020650
-0.000000,0.001625,-0.020650
-0.000000,0.001625,-0.020650
-0.000000,0.000342,-0.004345
-0.000000,0.000342,-0.004345
-0.000000,0.000342,-0.004345
-0.000000,0.000342,-0.004345
0.000000,0.000342,-0.004345
0.000000,0.000342,-0.004345
0.000000,0.000342,-0.004345
0.000000,0.000342,-0.004345
0.000000,0.001625,-0.020650
0.000000,0.001625,-0.020650
0.000000,0.001625,-0.020650
0.000000,0.001625,-0.020650
0.000000,0.003299,-0.041924
0.000000,0.003299,-0.041924
0.000000,0.003299,-0.041924
0.000000,0.003299,-0.041924
0.000000,0.004583,-0.058229
0.000000,0.004583,-0.058229
0.000000,0.004583,-0.058229
0.000000,0.004583,-0.058229
-0.000000,0.013635,-0.056795
-0.000000,0.013635,-0.056795
-0.000000,0.013635,-0.056795
-0.000000,0.013635,-0.056795
-0.000000,0.009817,-0.040892
-0.000000,0.009817,-0.040892
-0.000000,0.009817,-0.040892
-0.000000,0.009817,-0.040892
-0.000000,0.004836,-0.020141
-0.000000,0.004836,-0.020141
-0.000000,0.004836,-0.020141
-0.000000,0.004836,-0.020141
-0.000000,0.001017,-0.004238
-0.000000,0.001017,-0.004238
-0.000000,0.001017,-0.004238
-0.000000,0.001017,-0.004238
0.000000,0.001017,-0.004238
0.000000,0.001017,-0.004238
0.000000,0.001017,-0.004238
0.000000,0.001017,-0.004238
0.000000,0.004836,-0.020141
0.000000,0.004836,-0.020141
0.000000,0.004836,-0.020141
0.000000,0.004836,-0.020141
0.000000,0.009817,-0.040892
0.000000,0.009817,-0.040892
0.000000,0.009817,-0.040892
0.000000,0.009817,-0.040892
0.000000,0.013635,-0.056795
0.000000,0.013635,-0.056795
0.000000,0.013635,-0.056795
0.000000,0.013635,-0.056795
-0.000000,0.022352,-0.053963
-0.000000,0.022352,-0.053963
-0.000000,0.022352,-0.053963
-0.000000,0.022352,-0.053963
-0.000000,0.016093,-0.038852
-0.000000,0.016093,-0.038852
-0.000000,0.016093,-0.038852
-0.000000,0.016093,-0.038852
-0.000000,0.007927,-0.019137
-0.000000,0.007927,-0.019137
-0.000000,0.007927,-0.019137
-0.000000,0.007927,-0.019137
-0.000000,0.001668,-0.004026
-0.000000,0.001668,-0.004026
-0.000000,0.001668,-0.004026
-0.000000,0.001668,-0.004026
0.000000,0.001668,-0.004026
0.000000,0.001668,-0.004026
0.000000,0.001668,-0.004026
0.000000,0.001668,-0.004026
0.000000,0.007927,-0.019137
0.000000,0.007927,-0.019137
0.000000,0.007927,-0.019137
0.000000,0.007927,-0.019137
0.000000,0.016093,-0.038852
0.000000,0.016093,-0.038852
0.000000,0.016093,-0.038852
0.000000,0.016093,-0.038852
0.000000,0.022352,-0.053963
0.000000,0.022352,-0.053963
0.000000,0.022352,-0.053963
0.000000,0.022352,-0.053963
-0.000000,0.030519,-0.049802
-0.000000,0.030519,-0.049802
-0.000000,0.030519,-0.049802
-0.000000,0.030519,-0.049802
-0.000000,0.021973,-0.035856
-0.000000,0.021973,-0.035856
-0.000000,0.021973,-0.035856
-0.000000,0.021973,-0.035856
